,carat,cut,color,clarity,depth,table,x,y,z,cut_group,color_group,clarity_group,price_predicted
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,1,2,3,5654.2860481786465
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,1,1,3,698.4700103365285
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,1,1,3,7009.913862214793
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,2,1,2,707.0035221716316
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,1,2,3,12227.248517451233
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,1,2,3,6179.354710862837
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,1,2,4,5416.218532928902
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,1,2,3,531.9492827473805
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,1,2,4,13033.773421562471
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,2,2,2,587.077579694982
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,2,1,4,582.7824590460004
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,2,1,2,658.3088911602354
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,1,1,4,399.316670263026
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,2,1,3,1112.7440989730167
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,2,1,3,1201.900533728076
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,1,1,2,1099.80357216654
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,1,2,3,4241.020589069702
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1,1,4,1525.2406187345623
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1,2,1,2605.9127396292442
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,2,1,3,6659.351244216967
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,1,1,1,866.7137821592478
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,1,2,4,6152.145303875006
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,2,1,4,5089.8064998479185
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,1,1,2,3084.0798154792756
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1,2,1,1531.1212514901217
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1,2,3,1760.3192487509496
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,2,2,4,726.8919428495428
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,2,2,2,5039.420950387797
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,1,2,4,10479.879512059797
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,2,2,4,396.6535023119759
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,1,1,4,15369.074249488793
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,1,1,2,3201.946727389073
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1,2,1,1431.92245883346
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,2,2,4,548.9087180448332
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1,2,3,1057.227431583622
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,3,2,4,7157.662621708547
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,2,2,3,525.8034925612374
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,1,2,3,7604.617376502102
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,1,1,3,795.8708842709857
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,1,2,2,10159.894347581301
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,1,2,4,4472.274293396727
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,2,2,3,2615.4001385810952
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,1,1,3,6816.143036344314
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,1,2,3,776.730956556732
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1,2,4,1014.1388326087363
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,2,1,3,1383.9064798688341
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,1,1,4,476.4664352105574
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,2,1,2,970.1165553791689
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,1,2,1,1011.1544607990891
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,1,1,4,4945.444994298843
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,1,2,4,7302.78347839966
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,1,2,4,6022.82069741003
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,2,1,1,855.7385667166091
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,1,1,2,1359.1557615411803
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,1,2,3,15273.250163436544
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,1,1,4,669.2227169603175
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,1,1,4,842.6972357003942
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,1,1,4,16482.223386558082
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,1,2,4,4801.050854374502
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,2,2,3,373.16654568671584
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,1,1,1,6161.206851133873
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,2,2,4,7721.687443624363
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,1,2,3,5287.99110606568
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,1,1,4,5181.679651262872
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1,1,4,929.3300655091662
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,3,2,5,2263.3330011617836
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,1,2,4,10264.66827773558
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,1,1,4,2475.797002294479
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,1,2,4,5905.609310215676
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,2,1,3,7276.932790894305
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,1,2,4,5089.946599064584
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,1,2,4,4232.131785372112
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,1,2,2,7287.230895600458
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,1,1,4,9662.853712065395
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,2,1,4,1369.471748725202
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,2,1,3,347.0552764670865
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,1,1,4,4033.9012262660253
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,3,1,4,1276.4883905473898
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,1,1,1,785.7871299581311
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,2,1,3,832.910684323746
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,1,1,3,7132.605432158256
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,1,2,4,13384.967546741873
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,1,1,4,4904.426686799998
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,1,2,3,10820.364982760431
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,2,1,1,860.0182810264578
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1,1,4,1283.6491320302812
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,1,1,3,811.2913040939311
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,2,1,4,6727.864222760267
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,2,1,2,402.52327300889374
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1,1,2,1459.1681872161353
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,1,1,4,7044.606499655929
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,2,2,2,1132.742415307759
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,1,2,4,628.3844649805869
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,1,1,4,4993.043006116703
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,1,2,3,10132.930072977248
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1,1,4,1553.0453216213427
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,1,2,3,651.3112033152611
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,1,2,3,10190.17329821975
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,2,2,3,7781.046771189953
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,1,2,2,741.163803620746
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,2,1,4,630.3212272878809
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,2,1,4,9774.647579058743
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1,1,2,826.022138229233
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,1,2,3,8566.078070165224
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,2,1,4,5074.4567017117515
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,1,2,3,5241.423947669258
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,1,1,2,15498.869906268948
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,1,2,3,4353.8589624359975
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,2,1,3,6505.08756182879
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,1,1,3,758.5575945664859
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,1,1,4,2217.17799993691
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,2,2,4,490.3893681069094
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,2,1,4,4128.040387401936
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,1,2,3,3638.1628663452084
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,2,1,4,4016.7817478067354
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,1,2,1,782.9529256136575
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,2,2,3,9944.291001888025
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,1,2,4,5082.78271791191
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,1,2,3,1013.7156913250346
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2,2,4,4129.375510621008
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,1,1,3,3315.4810138798384
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,1,2,3,11507.376509589674
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,1,1,4,10960.540658295298
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2,2,4,2068.0982848330896
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1,2,3,1630.8253904819358
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,2,2,1,9174.725074483602
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,1,2,1,902.8989265315377
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,2,2,3,8404.639869868677
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,1,2,2,3943.4151528598613
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,1,1,4,12261.267325985466
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,1,2,4,418.10647786147456
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1,1,3,1477.7074393709881
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,2,2,5,4485.577596678478
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,3,2,4,1507.6695486415447
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1,1,3,1652.2337221094022
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,2,2,2,3352.0529163376523
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,1,2,3,7478.457889772733
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,1,2,3,5468.93902805158
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,1,1,4,4940.500392527232
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2,1,4,2523.4134128177393
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,2,1,4,10006.505773032617
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,2,2,2,17624.844663257296
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,2,2,3,243.24070624061824
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,1,1,2,390.87477654995746
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1,1,4,1513.7514635919688
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,2,1,3,853.7616368883682
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,1,1,3,890.8408868253246
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3,2,4,3462.837673277376
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,3,1,3,931.3559216222966
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,1,1,4,4747.00794160015
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,2,2,4,10383.716026779737
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,1,2,4,4222.083684547584
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1,1,3,1455.1584622181435
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,2,1,3,6953.803662691567
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,1,1,3,6781.886756933445
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,1,1,4,821.7211652610713
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,1,1,5,3158.2368023393137
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,1,1,3,896.9216628378781
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,1,2,3,3741.8484592003497
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,1,1,4,5013.598035210496
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,1,2,2,499.2540033379173
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,2,1,3,848.2678827945856
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,2,1,2,4190.210601934032
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,1,2,4,2095.422290552031
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,1,1,4,762.7526896477393
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,1,2,3,6326.653110965188
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,1,1,2,598.0072815695421
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,1,1,3,850.9241919971464
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,1,1,3,8610.808440118739
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,1,2,2,847.1954021673791
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,1,2,3,8610.133039999659
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,1,2,4,6181.055893994078
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,3,2,4,11268.938764604329
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,1,2,4,2128.6558301819623
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,2,1,3,687.8093120340855
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1,1,3,1373.8941873510448
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,1,1,3,645.3722902084155
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,1,2,3,8752.067612590332
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,1,2,3,3832.2326370407736
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,2,1,2,679.9820622293191
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,2,1,4,386.96763271687087
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,2,1,3,535.2158225185194
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,1,1,4,3578.1334554920904
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,2,1,4,4924.833386447566
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1,2,3,747.4637878341055
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,1,2,3,10161.389642929797
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2,2,4,1867.5751179625258
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,1,2,3,352.1806469281837
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1,1,1,1489.1684883458656
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1,1,3,837.1863639302937
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,2,1,4,4953.841043046923
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,1,2,4,4356.578862675275
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,1,1,4,4968.529251837244
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,1,1,4,2374.5434972599433
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2,1,3,2063.8267931429946
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,2,1,4,9879.242224588768
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,1,2,4,4538.596182565629
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1,1,3,1632.5270728167852
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,1,1,4,4971.529584754349
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,1,1,2,4998.717984774856
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2,1,2,1928.642594808869
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,2,2,1,709.2929251514029
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,1,2,2,4094.748823327058
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1,1,2,2814.257001421596
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,1,2,4,13170.866254184371
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,1,2,4,13950.825539981737
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,1,1,3,8674.249616084548
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,1,2,2,3396.6600930985314
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,1,1,4,5593.9194026705445
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1,2,4,1404.4353294166249
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,1,2,3,12522.19210643972
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,2,2,2,708.9000504665419
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,2,2,2,1655.5548845131489
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,1,1,2,10152.551283755389
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,1,2,3,86.75052371285346
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1,1,4,1333.6675371615784
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,2,2,4,2899.8096968076497
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,2,2,4,610.7908387341777
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,1,1,3,3207.857934831918
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,1,1,3,3965.2507400744253
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,1,2,3,6878.389127104347
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,1,2,4,8212.692436760766
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,1,2,4,5853.576736108997
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,1,1,4,5604.854028315534
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,1,1,4,5023.790492086777
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,1,2,2,370.53979200125286
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,1,2,4,15611.175204231475
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1,1,3,786.8801082498794
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,2,2,3,473.2680674013536
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,1,2,4,5172.469589445163
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1,1,2,2786.474804669764
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,1,2,4,553.597843085794
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1,2,3,1940.968664073298
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,1,1,4,2364.245179456153
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,1,2,1,2467.016131392271
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2,2,3,2790.0950150342287
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,1,1,4,762.2745411046089
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,1,2,4,4384.543697093257
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,2,2,4,1008.1859005024235
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1,1,4,1970.9958782190552
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,1,2,4,4789.332011668743
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1,2,2,1220.5560505880949
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,1,2,1,795.394029211142
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,2,1,3,642.764036892564
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,2,2,3,11837.812112157657
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,2,2,4,1173.1381060730128
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,1,1,3,3349.1786166273305
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1,1,3,900.3956625137434
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,1,2,4,3650.5409960499182
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2,1,3,1726.656908513458
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,1,1,4,6404.366825829951
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1,2,3,1327.1868080801069
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,2,1,3,1436.4822612691933
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3,2,4,3425.174842227747
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,1,1,3,2262.333564180224
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,1,1,4,2686.9063209089
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,1,1,3,854.717041101434
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,1,1,2,515.7694935329855
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,2,1,2,455.270053446533
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,2,1,4,4870.195568329784
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,1,2,3,7095.935732753634
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,2,2,2,12344.52231637089
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1,1,4,1530.1559307284115
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,2,2,4,380.1115454340179
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,2,2,3,10204.063101049347
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,2,2,4,892.1146251389946
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,1,2,4,655.456109790066
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,1,1,3,6848.167839018195
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,1,1,3,985.4860797358415
