,event_name,date,description,line_up,event_link,place,city,park_name,park_link,park_latitude,park_longitude,attracion_link,event_latitude,event_longitude
3097,"Public Access: Dbridge, Ploy, Beta Librae (Live), Sentimental Rave",2/7/2020,"MUSIC LINE UP  /  / DBridge (Exit Records UK) / > soundcloud.com/dbridge_exitrecords /  / Ploy (Hessle Audio, Timedance, Hemlock Recordings) / > soundcloud.com/deejayploy /  / Beta Librae LIVE (Allergy Season, Incienso) / > soundcloud.com/blibrae /  / Sentimental Rave (SHAPE)  / > soundcloud.com/sentimentalrave /  / Lara Sarkissian LIVE (CLUB CHAI)  / > soundcloud.com/foozool /  / Tape Ghost LIVE (Asterisk Collective, Ghunghru)  / > soundcloud.com/tape-ghost /  / Pteron b2b Nonsuit / > soundcloud.com/pterontracks / > soundcloud.com/nonsuit /  / ☐ ☐ ☐ ☐ /  / P U B L I C . A C C E S S /  / Club culture is inherently performative. PUBLIC ACCESS is an experiment in the nature of that performance. A feedback loop of spectacle and spectator. Featuring acts whose high-concept, visually minded stage shows are as at home in the gallery as they are on the dance floor ...but performance cannot be defined within the boundaries of the stage, nor even by the actions of the performers. As participants, we generate content. PUBLIC ACCESS is a celebration of the accidental, dreamlike glamour of amateur video and our most beloved clichés of the nightlife. An experimental barrage of video feeds, broadcasting live from within the club and from places unknown, will showcase a gathering of divas, ravers, and thugs all drifting between formal performance and reckless hedonism. This frenzy of mixed media overload will be further helped along by key members from various walks of nightlife and visual culture /  / ☐ ☐ ☐ ☐ /  / SAFE SPACE POLICY / . / PUBLIC WORKS do not tolerate any of the following: sexual harassment, acts of aggression (including leering), racism, body shaming, transphobia, homophobia, religious bigotry, or any other form of discrimination. / - / if you see or experience any unwanted attention, contact, bullying, harassment, or behavior of any kind that makes you uncomfortable, please reach out to us. let us help you! /  / ☐ ☐ ☐ ☐ /  / 21+ | No Refunds | ATMs on site / Sound by Funktion-One (Official) / Stay Connected: publicsf.com/connect / Ticket Transfers: bigneon.com /  / Public Works / 161 Erie Street | SF, CA 94103","dBridge, Ploy, Beta Librae (live), Sentimental Rave, Lara Sarkissian (FOOZOOL), Pteron b2b Nonsuit, Tape Ghost",https://www.residentadvisor.net/events/1370630,Public Works,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7689950686633', '-122.419558579827'
3098,Repopul,2/7/2020,"// Line-up // /  / Lee Foss /  / Latmun /  / Lauren Lane /  / Max Chapman /  / Prok & Fitch /  / Doors & Music @ 9:00 pm / 21+ Event /  / The Midway / 900 Marin Street, San Francisco, Ca 94124","Lee Foss, Latmun, Lauren Lane, Max Chapman, Prok & Fitch",https://www.residentadvisor.net/events/1376109,e Mars Showcase with Lee Foss & More,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7491753131313', '-122.385969666667'
3099,Bruno Furlan,2/7/2020,,"Bruno Furlan , Nima G , SubRhythym ",https://www.residentadvisor.net/events/1375446,Halcyon,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.771496', '-122.4138779'
3100,"Safra with Rasi Z(Pipe & Pochet, Souq, Buddha Bar) & Rev Hooman",2/7/2020,"Rasi started his journey back in 2007, graduating from one of the top audio recording/sound design colleges. After graduating he took some time to find his sound and craft of music production. He always had a passion for deep melodic music.  /  / Recently by working on his solo projects, he got signed with one of the most creative and unique labels out there Dream Culture. Rasi’s latest achievement was signing two of his original tracks to Buddha bar’s label. They got released on Buddha Bar XX Compilation 20th anniversary and he has been able to establish a name for himself ever since. /  / Human! Can we all just shut-up and dance? Think of me as an electronic snake charmer. I play Burning- Man-esque Melodic deep house which is sexy and hypnotic. I cannot wait to put you under my spell! /  / Gru.di / European, who recently came to the United States and got inspired with deep tribal dance music, incorporating folkloric sounds and ancient rhythms. Currently based in San Francisco Alec has been playing music for the past 3 years. Founder of ""Safra"" events where he and his music soulmates sharing downtempo, electronic and deep house music with Bay Area scene.","Rasi Z, Rev Hooman, Gru.di",https://www.residentadvisor.net/events/1368901,11:11 Fantasy Lounge,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.795042', '-122.400711'
3101,"Polyglamorous with Mark O'brien, Major, BEYA, zacky",2/7/2020,"The legendary local crew Polyglamorous takes over Monarch on Friday, February 7th! /  / Polyglamorous is a DJ collective and production cabal comprised of Designer/DJ Benjamin Bellayuto and DJ's Mark O'Brien and John Major. We regularly collaborate to get people dancing by joining forces with other artists, musicians, performers & producers. /  / // FEATURING // / – Mark O'Brien / https://soundcloud.com/djmarkobrien/ /  / – Major / https://soundcloud.com/majorjohn /  / – Beya / https://www.residentadvisor.net/dj/beya /  / + in the lounge: / Zacky & a special guest / https://www.residentadvisor.net/dj/zacky /  / *** / 21+ / Void Sound System / For more info, contact [email protected] /  / Follow Monarch on social media: / www.facebook.com/monarchsf / www.instagram.com/monarchsf /  / Come grab a bite next door before the show at Pawn Shop. Check out our menu here: https://thepawnshopsf.com","Mark O'Brien, Major, BEYA, zacky",https://www.residentadvisor.net/events/1383399,Monarch,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7809734', '-122.4084801'
3102,The Knocks and Friends,2/7/2020,,The Knocks,https://www.residentadvisor.net/events/1366267,Audio SF,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7715452653061', '-122.413774183673'
3103,Substance with Mr V Pres Bring Down the Walls,2/7/2020,"Substance Friday Night Feburary 7th 2020 /  / Mr V presents Bring Down the Walls!! /  / Main Room (House): / Mr V (Sole Channel, Defected) / Reelsoul (Sole Channel, Reelsoul Musik) / Rated R (Bring Down the Walls) / Nesto Fuentez (Substance, Sunshine People) /  / Back Room (Hip Hop/Latin/Oldies): / Vinroc (ThatsThat Label) /  / Free Guest List Before 11pm / $10-$15 Pre-Sales / $20 Door / Bottle Service Avilable in both rooms until 2am / 10pm to 6am / Smoking Patio! /  / 21+ / The Endup / 401 6th St, SF. CA","Mr V, Reelsoul, Rated R, Nesto Fuentez, Vinroc",https://www.residentadvisor.net/events/1369733,The EndUp,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'42.6247385', '-89.370872151732'
3104,Mike Frugaletti & Highkin',2/7/2020,Marble head Highkin' invites duffebags own Mike Frugaletti for a night of deep grooves at our beloved Phonobar. /  / Mike Frugaletti - Dufflebagca / Rhythmic Artists / Highkin' - MARBLE / Irenic /  / Friday / February 7th 2020 / 9pm - 2am  /  / FREE ALL NIGHT LONG,"Mike Frugaletti , , Highkin'",https://www.residentadvisor.net/events/1377943,Phonobar,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'42.0563058', '-71.4274316736134'
3105,Soft Rendezvous — The Cre,2/7/2020,"(✿◠‿◠) S O F T R E N D E Z V O U S (◡‿◡✿) /  / ♡♡♡ Satisfying the senses of all night-loving creatures who can appreciate cheap drinks, a cheap cover and a little bit of sweat ♡♡♡ /  / ♪♫*•♪ MUSIC ♪♫*•♪ /  / [[ THE CREATRIX ]] (TVOD, No Tech)  / https://soundcloud.com/fanciullagentile /  / [[ DAY THIEF ]] (Airtight)  / https://soundcloud.com/daystealer /  / ** with residents: ** / INFINITE JESS & CHERUB420  /  / •̀.̫•́✧ eye treats and vibes provided by: VISUAL CHARMS •̀.̫•́✧ /  / ♡ hosted by Nikkole & Bre ♡ /  / $5 all night / 21+","The Creatrix, Day Thief, Cherub420, Infinite Jess",https://www.residentadvisor.net/events/1385043,rix Day Thief,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7723529', '-122.4293176'
3106,Loose Conditions fe,2/7/2020,"Loose Conditions [15] / Fun, fresh, line-crossing dance music from two dynamic Bay Area performers.  / ft.  /  / La Frida (T4T) / La Frida can move swiftly across house, techno, reggaeton, cumbia, and much more. Her forward-thinking DJ repertoire is bound to surprise you and make you move. / https://soundcloud.com/lafrida333 /  / JTRA (District160, Club Shevil) / Footwork wiz-kid JTRA serves gourmet kinetic high-BPM madness for optimized booty shaking. Expect him to bring fire to your feet and a smile to your face.  / https://soundcloud.com/jtra /  / Resident DJs / Gadder & marr0w /  / Loose Conditions brings you (not too) serious rave business where local experimental talent is let loose.  /  / anything goes raving | uncommon dancefloors | local djs getting loose / Friday 2/8 / $5-$10 NOTAFLOF | 21+ / 9:30pm - 2am","La Frida, JTRA, Gadder, marr0w",https://www.residentadvisor.net/events/1382222,. La Frida & Jtra,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7993447837997', '-122.278416024424'
3107,"Monte Carlo, DJ Mr Grant, DJ Walksalot",2/7/2020,"4hr DJ set from Monte Carlo, DJ Mr Grant, & DJ Walksalot. / (Pop, Hip-Hop, Soul, & Funk) /  / About DJ Mr Grant: / Originally from the New York City, DJ Mr Grant is one of the founders of the original longest running 90""s events in San Francisco entitled, ""I Heart the 90's"". / http://instagram.com/djmrgrant /  / About DJ Walksalot: / Originally from Alaska, DJ Walksalot is a former radio DJ and specializes in funky jams for all comers. / http://instagram.com/dj_walksalot /  / About DJ Monte Carlo: / Originally from the Eastern side of the San Francisco Bay Area, Monte Carlo is a California based world-class DJ and Avant-garde musician. / http://twitter.com/djmontecarlo1 /  / Catch one of the final* San Francisco Bay Area appearances of Monte Carlo on Feb 7th!","Monte Carlo, DJ Mr Grant, DJ Walksalot",https://www.residentadvisor.net/events/1372697,111 Minna Gallery,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.787466', '-122.399322'
3108,"Glove x PW: Tornado Wallace, Masha, ZAIN, Nonsuit",2/8/2020,"The Glove That Fits (London) & The Public Works SF present /  / Tornado Wallace / > soundcloud.com/tornadowallace /  / MASHA (Dig Deeper LA, Dusk Camp | LA) / > soundcloud.com/mashadjs /  / ZAIN (The Glove That Fits | London) / > soundcloud.com/dyllanzain /  / Nonsuit (Squish, Public Works | Oakland) / > soundcloud.com/nonsuit /  / ethical drugs (Electroluxx | SF) /  / - - - - /  / Tornado Wallace / First blowing a gale as a forerunner of the new wave of Melbourne dance producers, Tornado Wallace’s distinct and perceptive electronics now find him in a constant rotation of both hemispheres, spending most of the year based in Berlin. /  / From formative house beginnings, the ESP Institute initiation “Thinking Allowed” proved Tornado Wallace as a force to be reckoned with – the driving groove and Will Powers stargazing quickly matched by an EP of eco-electro burners on Beats In Space. This two timing continued for another round with ESP issuing the elegant “Circadia”, while Beats In Space got their churning acid two-tracker “Kangaroo Ground/Ferntree Gully”. /  / In tandem, krautback duo Coober Pedy University Band was formed with Otologic’s Tom Moore, who he’d previously stirred up trouble with as fractions of C Grade and Animals Dancing – two long standing parties of undeniable impact on their hometown. Their trance inducing debut on Soft Rocks’ imprint Kinfolk recruited vocals from a lesser-known Chet Faker, followed by the bonkers 2014 anthem “Kookabura”. / > / Masha / “Hometown hero and a pillar of the L.A. rave fam” according to POOF, Serbian-born Angeleno Masha is the co-founder of Dig Deeper, a Dublab & NTS Radio host DJ, and 1/3 of LA’s newest super-group Surround & Dusk Campout. Whether the stage is megafestival huge, or an intimate room of dozens, Masha’s ability to deftly blend different genres and sound forms, has earned her a reputation of mixing the obscure with the familiar. Get ready to be seduced by Masha’s esoteric blend of sunny chuggers, italo-infused bangers, and all-around psychedelic dance euphoria. /  / - - - - /  / 21+ | No Refunds | ATMs on site / Sound by Funktion-One (Official) / Stay connected: publicsf.com/connect / Ticket transfers: bigneon.com /  / Public Works - Main Room / 161 Erie Street | SF, CA 94103","Tornado Wallace , Masha (Dig Deeper, Dusk Camp | LA), ZAIN (The Glove That Fits | London), Nonsuit (Squish, Public Works | Oakland), ethical drugs (Electroluxx | SF)",https://www.residentadvisor.net/events/1371441,Public Works,san francisco,,,,,https://www.tripadvisor.com.br/Attractions-g60713-Activities-San_Francisco_California.html,'37.7689950686633', '-122.419558579827'
